Document No.,Line No.,Sell-to Customer Name,External Document No.,Customer PO No.,No.,Ordering Model,Customer Ordering Model,Quantity,Cross-Reference No.,Customer Expectations Date,Produce Expected Finish Date,OP Estimated Shipping Date,Actual Completion Date,Actual Shipping Day,Description,Customer Ordering Desc.,Description 2,Model Name,Unit of Measure,Outstanding Quantity,Loan To Sales,Project Code,Shipment Date,Sales Promised Delivery Date,Create Prod Exp Completion,LastMod Prod Exp Completion,Remark,Remark2,EA Remark,PM Name,Item Status,HeaderStatus,Production Order No.,Starting Date,Material Receipt Date (PO),Orderig Description,Currency Code,Selling Price Excl. VAT,Amount,Amount Including VAT,Outstanding Amount (LCY),Ship-to Name,Customer Item No.,Qty on Purch. Order,Qty on Sales Order,Inventory,Qty on Componet Line,OP Lead Time,ReleasedDateOrigin,Warehouse Shipment No.,Assemble Option,Type,Location Code,Salesperson Code
SO25080110,50000,"Neousys Technology America, Inc.",NTA_RIOS_SO-20251116,POD-251130,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,8/27/2025,,,,,Customer Services,OS-Linux Ubuntu- NTA訂單帳號預設為neousys/密碼為neo，並選擇默認登入,,Customer Services,PCS,1,FALSE,,9/10/2025,9/10/2025,,,,,,,,Released,,,,OS-Linux Ubuntu- NTA訂單帳號預設為neousys/密碼為neo，並選擇默認登入,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,29,8/12/2025,,No,Resource,WH02,T048
SO25080110,60000,"Neousys Technology America, Inc.",NTA_RIOS_SO-20251116,POD-251130,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,8/27/2025,,,,,Customer Services,TO產線：NTA預裝ubuntu訂單，請貼上標籤-Password:neo，於機器標籤下方，如附件,,Customer Services,PCS,1,FALSE,,9/10/2025,9/10/2025,,,,,,,,Released,,,,TO產線：NTA預裝ubuntu訂單，請貼上標籤-Password:neo，於機器標籤下方，如附件,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,29,8/12/2025,,No,Resource,WH02,T048
SO25080148,20000,"Neousys Technology America, Inc.",NTA_SANCTUARY COGNITIVE_SO-20251126,POD-251139,93S-CK000022-000,Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP,Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP,2,,10/8/2025,10/7/2025,10/8/2025,,,NRU-230V-AWP or NRU-240S-AWP front panel cable kit,"NRU-230V-AWP or NRU-240S-AWP front panel cable kit, including: 1x Cbl-TpCPlug-UTpCF-50CM, 1x Cbl-M12A8M-2U2TA-180CM1, 3x Cbl-M12A8M-2DB9M_OW2-180CM, 5x Cbl-M12X8M-RJ45F-100CM",", including: 1x Cbl-TpCPlug-UTpCF-50CM, 1x Cbl-M12",Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP,PCS,2,FALSE,,10/8/2025,10/15/2025,14/08/25 17:02:12,,9/17申請N+1出貨.,9/30 in 395-M1282100-104,,Jeffrey Wang 王俊鍵,,Released,WA25080409,10/3/2025,,"NRU-230V-AWP or NRU-240S-AWP front panel cable kit, including: 1x Cbl-TpCPlug-UTpCF-50CM, 1x Cbl-M12A8M-2U2TA-180CM1, 3x Cbl-M12A8M-2DB9M_OW2-180CM, 5x Cbl-M12X8M-RJ45F-100CM",USD,176,352,352,"10,798.00","Neousys Technology America, Inc.",,0,105,3,0,61,8/8/2025,,No,Item,WH22,T048
SO25080148,30000,"Neousys Technology America, Inc.",NTA_SANCTUARY COGNITIVE_SO-20251126,POD-251139,93S-CK000023-000,Cblkit-BP-NRU-230V-AWP,Cblkit-BP-NRU-230V-AWP,2,,10/8/2025,10/7/2025,10/8/2025,,,"NRU-230V-AWP back panel cable kit, including 8x Cb","NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M",l-FAKRA-ZFM-ZFM-12M,Cblkit-BP-NRU-230V-AWP,PCS,2,FALSE,,10/8/2025,10/15/2025,14/08/25 17:02:15,,9/17申請N+1出貨.,10/1 in 398-F1223120-063,,Jeffrey Wang 王俊鍵,,Released,WA25080410,10/3/2025,,"NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M",USD,224,448,448,"13,742.00","Neousys Technology America, Inc.",,0,84,2,0,61,8/8/2025,,No,Item,WH22,T048
SO25080187,105000,"Neousys Technology America, Inc.",NTA_DEXTERITY_SO-20251095,POD-251140,S51-RS8805DX-004,RGS-8805GC-DEX-05(EA),RGS-8805GC-DEX-05(EA),1,,9/3/2025,9/18/2025,9/24/2025,,,"[EA]RGS-8805GC-DEX,incl. 7443P-1,GC-RTXA4000-PNY,4","RGS-8805GC-DEX,incl. 7443P-1,GC-RTXA4000-PNY,4xRDDR4-32GB-ECC32-SM,PCIe-PoE354at,PCIe-USB380,M.230-BTWifi-WT-9260 w/2xcables,PCIe-M2E,4xSSD-4TB-TLC-SS,PCIe-9540-8i,Cbl-RAID-9540-4i,M.280-SSD-256GB-PCIe44-TLC5WT-TD,mPCIe-CAN-IPEH-4047 w/4xcables","xRDDR4-32GB-ECC32-SM,PCIe-PoE354at,PCIe-USB380,M.2",[EA]RGS-8805GC-DEX-05,PCS,1,FALSE,,9/24/2025,9/24/2025,19/08/25 17:22:20,21/08/25 11:46:19,客供預計9/8到NT.,9/9:客供IN(RG25090009)   8/18 待客供 601-50100003-000|601-60200011-000|601-50100011-000|601-50000018-000,,TingYu Lai 賴婷妤,EA2,Released,WR25090354,9/16/2025,,"RGS-8805GC-DEX,incl. 7443P-1,GC-RTXA4000-PNY,4xRDDR4-32GB-ECC32-SM,PCIe-PoE354at,PCIe-USB380,M.230-BTWifi-WT-9260 w/2xcables,PCIe-M2E,4xSSD-4TB-TLC-SS,PCIe-9540-8i,Cbl-RAID-9540-4i,M.280-SSD-256GB-PCIe44-TLC5WT-TD,mPCIe-CAN-IPEH-4047 w/4xcables",USD,"5,967.00","5,967.00","5,967.00","178,503.00","Neousys Technology America, Inc.",,0,1,0,0,43,8/12/2025,PK25090212,No,Item,WH22,T048
SO25080187,110000,"Neousys Technology America, Inc.",NTA_DEXTERITY_SO-20251095,POD-251140,398-A5231196-073,Ant-RP_SMAM-WiFi-196MM1,Ant-RP_SMAM-WiFi-196MM1,2,,9/3/2025,9/18/2025,9/24/2025,,,"[DEF]WiFi Antenna RP SMA Plug, 2.4GHz @3dBi / 5GHz","WiFi Antenna, Swivel type, Frequency: 2.4/5.8 GHz, VSWR: 2.5 : 1 Max, with RP SMA (Male), Length: 196MM","@5dBi, VSWR: 2.5(Max), Impedance 50 ohm, -20°C~+6",[DEF]Antenna WiFi 2.4GHz / 5GHz RP SMA Plug,PCS,2,FALSE,,9/24/2025,9/24/2025,21/08/25 11:46:21,,,9/16-TG25090139,,,DEF,Released,,,9/16/2025,"WiFi Antenna, Swivel type, Frequency: 2.4/5.8 GHz, VSWR: 2.5 : 1 Max, with RP SMA (Male), Length: 196MM",USD,5,10,10,299,"Neousys Technology America, Inc.",,500,295,283,13,43,8/12/2025,PK25090212,No,Item,WH22,T048
SO25080187,120000,"Neousys Technology America, Inc.",NTA_DEXTERITY_SO-20251095,POD-251140,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,9/3/2025,9/18/2025,9/24/2025,,,Customer Services,To產線：請將機器與398-A5231196-073配對包裝,,Customer Services,PCS,1,FALSE,,9/24/2025,9/24/2025,21/08/25 11:46:22,,,,,,,Released,,,,To產線：請將機器與398-A5231196-073配對包裝,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,43,8/12/2025,PK25090212,No,Resource,WH02,T048
SO25080187,130000,"Neousys Technology America, Inc.",NTA_DEXTERITY_SO-20251095,POD-251140,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,9/3/2025,9/18/2025,9/24/2025,,,Customer Services,OS-Linux Ubuntu-22.04 桌面版,,Customer Services,PCS,1,FALSE,,9/24/2025,9/24/2025,21/08/25 11:46:22,,,,,,,Released,,,,OS-Linux Ubuntu-22.04 桌面版,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,43,8/12/2025,PK25090212,No,Resource,WH02,T048
SO25080187,140000,"Neousys Technology America, Inc.",NTA_DEXTERITY_SO-20251095,POD-251140,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,9/3/2025,9/18/2025,9/24/2025,,,Customer Services,OS-Linux Ubuntu- 帳號預設為Dex密碼為dexterity2023 ，並選擇默認登入,,Customer Services,PCS,1,FALSE,,9/24/2025,9/24/2025,21/08/25 11:46:23,,,,,,,Released,,,,OS-Linux Ubuntu- 帳號預設為Dex密碼為dexterity2023 ，並選擇默認登入,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,43,8/12/2025,PK25090212,No,Resource,WH02,T048
SO25080187,150000,"Neousys Technology America, Inc.",NTA_DEXTERITY_SO-20251095,POD-251140,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,9/3/2025,,9/24/2025,,,Customer Services,TO產線：請協助執行BIOS設定變更，如附件,,Customer Services,PCS,1,FALSE,,9/24/2025,9/24/2025,,,,,,,,Released,,,,TO產線：請協助執行BIOS設定變更，如附件,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,43,8/12/2025,PK25090212,No,Resource,WH02,T048
SO25080222,10000,"Neousys Technology America, Inc.",NTA_NEAR EARTH_SO-20251145,POD-251157,S60-SL204700-029,SEMIL-2047GC-6029,SEMIL-2047GC-i9IC14-65W-DS,1,,9/3/2025,9/24/2025,10/8/2025,,,"SEMIL-2047GC, including  i9-14900, 2x DDR5-32GB-48","SEMIL-2047GC, including  i9-14900, 2x DDR5-32GB-48WT-SM, 2x SSD-1TB-TLC5WT-TD, mPCIe-COM-2RS422/485-X202, mPCIe-DIO-0D01, Pnl-3M12-2Ant-SEMIL20, Extnd-mPCIeHS-BTWifi-WT-6218_Mod_Cbl-40CM_kits, 3x DtC-M12-WP, Cbl-W10F-2M12A8F-40CM-IK-COM, Cbl-W40M-...","WT-SM, 2x SSD-1TB-TLC5WT-TD, mPCIe-COM-2RS422/485-",SEMIL-2047GC-6029,PCS,1,FALSE,,10/8/2025,10/8/2025,26/08/25 10:54:17,26/08/25 11:20:41,,9/16 in 600-50000066-000|600-50100032-000,,Brian Hsieh 謝泊含,,Released,WR25090486,9/22/2025,,"SEMIL-2047GC, including  i9-14900, 2x DDR5-32GB-48WT-SM, 2x SSD-1TB-TLC5WT-TD, mPCIe-COM-2RS422/485-X202, mPCIe-DIO-0D01, Pnl-3M12-2Ant-SEMIL20, Extnd-mPCIeHS-BTWifi-WT-6218_Mod_Cbl-40CM_kits, 3x DtC-M12-WP, Cbl-W10F-2M12A8F-40CM-IK-COM, Cbl-W40M-...",USD,"7,179.00","7,179.00","7,179.00","214,975.00","Neousys Technology America, Inc.",,0,3,0,0,55,8/14/2025,,No,Item,WH22,T048
SO25080222,20000,"Neousys Technology America, Inc.",NTA_NEAR EARTH_SO-20251145,POD-251157,930-CK000006-000,Cblkit-M12-SEMIL2000,Cblkit-M12-SEMIL2000,1,,9/3/2025,9/24/2025,10/8/2025,,,"[DEF]SEMIL-2000 series M12 cable kit, including 7x","SEMIL-2000 series M12 cable kit, including 7xCbl-M12X8M-RJ45-500CM, 1xCbl-M12A8M-2U2TA-180CM1, 2xCbl-M12A8M-2DB9M_OW2-180CM1, 1xCbl-M12A8M-2DB9M-180CM, 1xCable M12 L-Code 5P FML to Cord End Terminal 5P 180cm","Cbl-M12X8M-RJ45-500CM, 1xCbl-M12A8M-2U2TA-180CM1,",Cblkit-M12-SEMIL2000,PCS,1,FALSE,,10/8/2025,10/8/2025,26/08/25 10:54:18,26/08/25 11:20:43,,9/16 in 395-M118218A-104,,Brian Hsieh 謝泊含,DEF,Released,WR25090487,9/22/2025,,"SEMIL-2000 series M12 cable kit, including 7xCbl-M12X8M-RJ45-500CM, 1xCbl-M12A8M-2U2TA-180CM1, 2xCbl-M12A8M-2DB9M_OW2-180CM1, 1xCbl-M12A8M-2DB9M-180CM, 1xCable M12 L-Code 5P FML to Cord End Terminal 5P 180cm",USD,266,266,266,"7,965.00","Neousys Technology America, Inc.",,0,17,7,0,55,8/14/2025,,No,Item,WH22,T048
SO25080222,30000,"Neousys Technology America, Inc.",NTA_NEAR EARTH_SO-20251145,POD-251157,600-39500012-000,Cbl-M12A8M-DB9M-180CM,Cbl-M12A8M-DB9M-180CM,2,,9/3/2025,9/30/2025,10/8/2025,,,"[NR]Cable 180cm,M12 A-code 8pin male to DB9, 亞佳 ST","M12 A-Code 8P (male) to DB9 (male), Length: 180CM",#NAME?,[NR]Cable M12 A-code 8pin male to DB9 180cm,PCS,2,FALSE,,10/8/2025,10/8/2025,26/08/25 10:54:29,26/08/25 10:54:38,,9/26-TG25090244,,,NR,Released,,,9/26/2025,"M12 A-Code 8P (male) to DB9 (male), Length: 180CM",USD,12,24,24,719,"Neousys Technology America, Inc.",,10,6,2,0,55,8/14/2025,,No,Item,WH22,T048
SO25080222,40000,"Neousys Technology America, Inc.",NTA_NEAR EARTH_SO-20251145,POD-251157,39D-395M2184-004,Cbl-M12A8M-DB9F-180CM,Cbl-M12A8M-DB9F-180CM,1,,9/3/2025,9/30/2025,10/8/2025,,,"[ES]Cable 180cm,M12 A-code 8pin male to DB9 female","M12 A-Code 8P (male) to DB9 (Female), Length: 180CM",", 亞佳 ST-2406062-A0",[ES]Cable M12 A-code 8pin male to DB9 female 180cm,PCS,1,FALSE,,10/8/2025,10/8/2025,26/08/25 10:54:39,,,9/26-TG25090244,8/14 NAV已有廠商報價，再請協助請購，謝謝!,TingYu Lai 賴婷妤,ES,Released,,,9/26/2025,"M12 A-Code 8P (male) to DB9 (Female), Length: 180CM",USD,15,15,15,449,"Neousys Technology America, Inc.",,2,3,1,0,55,8/14/2025,,No,Item,WH22,T048
SO25080222,50000,"Neousys Technology America, Inc.",NTA_NEAR EARTH_SO-20251145,POD-251157,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,9/3/2025,,10/8/2025,,,Customer Services,To產線：請將機器與930-CK000006-000|600-39500012-000|39D-395M2184-004配對包裝,,Customer Services,PCS,1,FALSE,,10/8/2025,10/8/2025,,,,,,,,Released,,,,To產線：請將機器與930-CK000006-000|600-39500012-000|39D-395M2184-004配對包裝,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,55,8/14/2025,,No,Resource,WH02,T048
SO25080222,60000,"Neousys Technology America, Inc.",NTA_NEAR EARTH_SO-20251145,POD-251157,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,9/3/2025,,10/8/2025,,,Customer Services,OS-Linux Ubuntu-22.04 桌面版,,Customer Services,PCS,1,FALSE,,10/8/2025,10/8/2025,,,,,,,,Released,,,,OS-Linux Ubuntu-22.04 桌面版,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,55,8/14/2025,,No,Resource,WH02,T048
SO25080222,70000,"Neousys Technology America, Inc.",NTA_NEAR EARTH_SO-20251145,POD-251157,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,9/3/2025,,10/8/2025,,,Customer Services,OS-Linux Ubuntu- NTA訂單帳號預設為neousys/密碼為neo，並選擇默認登入,,Customer Services,PCS,1,FALSE,,10/8/2025,10/8/2025,,,,,,,,Released,,,,OS-Linux Ubuntu- NTA訂單帳號預設為neousys/密碼為neo，並選擇默認登入,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,55,8/14/2025,,No,Resource,WH02,T048
SO25080222,80000,"Neousys Technology America, Inc.",NTA_NEAR EARTH_SO-20251145,POD-251157,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,9/3/2025,,10/8/2025,,,Customer Services,To產線：NTA預裝ubuntu訂單，請貼上標籤-Password:neo，於機器標籤下方，如附件,,Customer Services,PCS,1,FALSE,,10/8/2025,10/8/2025,,,,,,,,Released,,,,To產線：NTA預裝ubuntu訂單，請貼上標籤-Password:neo，於機器標籤下方，如附件,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,55,8/14/2025,,No,Resource,WH02,T048
SO25080222,90000,"Neousys Technology America, Inc.",NTA_NEAR EARTH_SO-20251145,POD-251157,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,9/3/2025,,10/8/2025,,,Customer Services,To產線：機器標籤因字元限制無法完整顯示，請協助製作客製標籤，內容如附件,,Customer Services,PCS,1,FALSE,,10/8/2025,10/8/2025,,,,,,,,Released,,,,To產線：機器標籤因字元限制無法完整顯示，請協助製作客製標籤，內容如附件,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,55,8/14/2025,,No,Resource,WH02,T048
SO25080240,20000,"Neousys Technology America, Inc.",NTA_INVENTORY_SIZELABS,POD-251162,507-N2525643-147,M.280-SSD-256GB-PCIe44-TLC5WT-TD,M.280-SSD-256GB-PCIe44-TLC5WT-TD,10,,9/3/2025,9/17/2025,9/24/2025,,,"[DEF](WT) M.2 SSD, 256GB, Key M 2280, BiCS5 3D TLC","M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C, Transcend.",", NVMe PCIe Gen 4 x4, with LDPC ECC, 3200 MB/s (re",[DEF](WT)M.2 SSD 256GB PCIe Gen4x4 M-Key 2280 3D TLC,PCS,10,FALSE,,9/24/2025,9/24/2025,20/08/25 09:49:18,,,9/15-TG25090094     9/10 in,,,DEF,Released,,,9/15/2025,"M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C, Transcend.",USD,59,590,590,"17,907.00","Neousys Technology America, Inc.",,80,36,28,20,40,8/15/2025,PK25090212,No,Item,WH22,T048
SO25080243,10000,"Neousys Technology America, Inc.",NTA_CONCURRENT REAL TIME,POD-251163,S60-GC916002-032,Nuvo-9160GC-6032,Nuvo-9160GC-4060,1,,9/24/2025,9/2/2025,9/24/2025,9/8/2025,,"Nuvo-9160GC, I226 version, including  GIGABYTE GeF","Nuvo-9160GC, I226 version, including  GIGABYTE GeForce RTX 4060 D6 8G",orce RTX 4060 D6 8G,Nuvo-9160GC-6032,PCS,1,FALSE,,9/24/2025,9/10/2025,20/08/25 10:03:02,,CR:9/2通知延後出貨.,,,Kaichu Wu 吳鎧竹,,Released,WR25080831,8/29/2025,,"Nuvo-9160GC, I226 version, including  GIGABYTE GeForce RTX 4060 D6 8G",USD,"1,173.00","1,173.00","1,173.00","35,161.00","Neousys Technology America, Inc.",,0,1,1,0,40,8/15/2025,PK25090212,No,Item,WH22,T048
SO25080244,107500,"Neousys Technology America, Inc.",NTA_DEXTERITY_PO_5382,POD-251164,S51-RS8805DX-005,RGS-8805GC-DEX-06(EA),RGS-8805GC-DEX-06(EA),1,,10/1/2025,,,,,"[EA]RGS-8805GC-DEX,incl. 7443P-1,GC-RTXA4000-PNY,2","RGS-8805GC-DEX,incl. 7443P-1,GC-RTXA4000-PNY,2xRDDR4-64GB-ECC32-SM,PCIe-PoE354at,PCIe-USB380,M.230-BTWifi-WT-9260 w/2xcables,PCIe-M2E,4xSSD-4TB-TLC-SS,PCIe-9540-8i,Cbl-RAID-9540-4i,M.280-SSD-256GB-PCIe44-TLC5WT-TD,mPCIe-CAN-IPEH-4047 w/4xcables","xRDDR4-64GB-ECC32-SM,PCIe-PoE354at,PCIe-USB380,M.2",[EA]RGS-8805GC-DEX-06,PCS,1,FALSE,,12/30/2099,,,,客供待寄回.,9/16:客供in(RG25090015),,TingYu Lai 賴婷妤,EA2,Released,WA25080648,12/29/2099,,"RGS-8805GC-DEX,incl. 7443P-1,GC-RTXA4000-PNY,2xRDDR4-64GB-ECC32-SM,PCIe-PoE354at,PCIe-USB380,M.230-BTWifi-WT-9260 w/2xcables,PCIe-M2E,4xSSD-4TB-TLC-SS,PCIe-9540-8i,Cbl-RAID-9540-4i,M.280-SSD-256GB-PCIe44-TLC5WT-TD,mPCIe-CAN-IPEH-4047 w/4xcables",USD,"5,943.00","5,943.00","5,943.00","178,141.00","Neousys Technology America, Inc.",,0,1,0,0,0,8/15/2025,,No,Item,WH22,T048
SO25080244,110000,"Neousys Technology America, Inc.",NTA_DEXTERITY_PO_5382,POD-251164,398-A5231196-073,Ant-RP_SMAM-WiFi-196MM1,Ant-RP_SMAM-WiFi-196MM1,2,,10/1/2025,,,,,"[DEF]WiFi Antenna RP SMA Plug, 2.4GHz @3dBi / 5GHz","WiFi Antenna, Swivel type, Frequency: 2.4/5.8 GHz, VSWR: 2.5 : 1 Max, with RP SMA (Male), Length: 196MM","@5dBi, VSWR: 2.5(Max), Impedance 50 ohm, -20°C~+6",[DEF]Antenna WiFi 2.4GHz / 5GHz RP SMA Plug,PCS,2,FALSE,,12/30/2099,,,,,,,,DEF,Released,,,,"WiFi Antenna, Swivel type, Frequency: 2.4/5.8 GHz, VSWR: 2.5 : 1 Max, with RP SMA (Male), Length: 196MM",USD,5,10,10,300,"Neousys Technology America, Inc.",,500,295,283,13,0,8/15/2025,,No,Item,WH22,T048
SO25080244,120000,"Neousys Technology America, Inc.",NTA_DEXTERITY_PO_5382,POD-251164,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,10/1/2025,,,,,Customer Services,To產線：請將機器與398-A5231196-073配對包裝,,Customer Services,PCS,1,FALSE,,12/30/2099,,,,,,,,,Released,,,,To產線：請將機器與398-A5231196-073配對包裝,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,0,8/15/2025,,No,Resource,WH02,T048
SO25080244,130000,"Neousys Technology America, Inc.",NTA_DEXTERITY_PO_5382,POD-251164,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,10/1/2025,,,,,Customer Services,OS-Linux Ubuntu-22.04 桌面版,,Customer Services,PCS,1,FALSE,,12/30/2099,,,,,,,,,Released,,,,OS-Linux Ubuntu-22.04 桌面版,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,0,8/15/2025,,No,Resource,WH02,T048
SO25080244,140000,"Neousys Technology America, Inc.",NTA_DEXTERITY_PO_5382,POD-251164,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,10/1/2025,,,,,Customer Services,OS-Linux Ubuntu- 帳號預設為Dex密碼為dexterity2023 ，並選擇默認登入,,Customer Services,PCS,1,FALSE,,12/30/2099,,,,,,,,,Released,,,,OS-Linux Ubuntu- 帳號預設為Dex密碼為dexterity2023 ，並選擇默認登入,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,0,8/15/2025,,No,Resource,WH02,T048
SO25080244,150000,"Neousys Technology America, Inc.",NTA_DEXTERITY_PO_5382,POD-251164,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,10/1/2025,,,,,Customer Services,To產線：請協助執行BIOS設定變更，如附件,,Customer Services,PCS,1,FALSE,,12/30/2099,,,,,,,,,Released,,,,To產線：請協助執行BIOS設定變更，如附件,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,0,8/15/2025,,No,Resource,WH02,T048
SO25080256,10000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251172,140-A00978GE-121,E-2278GE,E-2278GE,5,,10/15/2025,10/7/2025,10/15/2025,,,"[DEF]UHD Graphics 630, 16MB, 3.30~4.70 GHz, 8-Core","Intel® Xeon E-2278GE Processor (16M Cache, up to 4.70 GHz), TDP:80W CPU, installation and burn in test included",", 16-Thread, 80W, FCLGA1151, 37.5x37.5mm, Spec Cod",[DEF]Processor Intel Xeon E-2278GE Step:R0,PCS,5,FALSE,,10/15/2025,10/15/2025,1/9/2025 9:04,15/09/25 16:22:44,"9/15轉回WH01-TG25090196,全哥9/15帶紙本回去. 9/12通知3pcs給SO25090115使用,交期重排.",10/1 in,,,DEF,Released,,,10/3/2025,"Intel® Xeon E-2278GE Processor (16M Cache, up to 4.70 GHz), TDP:80W CPU, installation and burn in test included",USD,513,"2,565.00","2,565.00","76,924.00","Neousys Technology America, Inc.",,43,5,6,14,58,8/18/2025,,No,Item,WH22,T048
SO25080256,20000,"Neousys Technology America, Inc.",NTA_INVENTORY,POD-251172,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,5,,10/15/2025,10/7/2025,10/15/2025,,,Customer Services,To理貨：請協助確認CPU產地非中國製,,Customer Services,PCS,5,FALSE,,10/15/2025,10/15/2025,1/9/2025 9:04,15/09/25 16:22:51,,,,,,Released,,,10/3/2025,To理貨：請協助確認CPU產地非中國製,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,58,8/18/2025,,No,Resource,WH02,T048
SO25080257,10000,"Neousys Technology America, Inc.",NTA_NAVICO_SO-20251162,POD-251173,S51-SL1748B1-003,SEMIL-1748GC-10G-L4-BSK(EA),SEMIL-1748GC-10G-L4-EL06,1,,9/24/2025,9/26/2025,10/1/2025,,,"[EA]SEMIL-1748GC-10G-L4-BSK,including E-2278GE, DD","SEMIL-1748GC-10G-L4-BSK(EA), including E-2278GE, DDR4-32GB-ECC26WT-DL, M.280-SSD-2TB-PCIe44-TLC5ET-TD, Cbl-W20F-M12A10F-40CM-IK-COM, mPCIe-CAN-IPEH-4047, mPCIe-COM-2RS232-X203, 4x Cbl-W5M-M12A5M-40CM-PK-CANFD-TP, DtC-M12-WP, 4x DtC-M12M-WP.","R4-32GB-ECC26WT-DL, M.280-SSD-2TB-PCIe44-TLC5ET-TD",[EA]SEMIL-1748GC-10G-L4-BSK,PCS,1,FALSE,,10/1/2025,10/1/2025,12/9/2025 15:45,,客供待寄回.,9/16:客供in(RG25090015)   8/20 待客供 601-50100003-000,8/20 Tingyu:重工30D-00100001-000,TingYu Lai 賴婷妤,EA2,Released,WR25090562,9/24/2025,,"SEMIL-1748GC-10G-L4-BSK,including E-2278GE, DDR4-32GB-ECC26WT-DL, M.280-SSD-2TB-PCIe44-TLC5ET-TD, Cbl-W20F-M12A10F-40CM-IK-COM, mPCIe-CAN-IPEH-4047, mPCIe-COM-2RS232-X203, 4x Cbl-W5M-M12A5M-40CM-PK-CANFD-TP, DtC-M12-WP, 4xDtC-M12M-WP.",USD,"6,846.00","6,846.00","6,846.00","205,312.00","Neousys Technology America, Inc.",,0,1,0,0,44,8/18/2025,,No,Item,WH22,T048
SO25080257,20000,"Neousys Technology America, Inc.",NTA_NAVICO_SO-20251162,POD-251173,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,9/24/2025,9/26/2025,10/1/2025,,,Customer Services,OS-Linux Ubuntu-22.04 桌面版,,Customer Services,PCS,1,FALSE,,10/1/2025,10/1/2025,12/9/2025 15:45,,,,,,,Released,,,,OS-Linux Ubuntu-22.04 桌面版,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,44,8/18/2025,,No,Resource,WH02,T048
SO25080257,30000,"Neousys Technology America, Inc.",NTA_NAVICO_SO-20251162,POD-251173,R10Z,CUSTOMER SERVICES,CUSTOMER SERVICES,1,,9/24/2025,9/26/2025,10/1/2025,,,Customer Services,OS-Linux Ubuntu- NTA訂單帳號預設為neousys/密碼為neo，並選擇默認登入,,Customer Services,PCS,1,FALSE,,10/1/2025,10/1/2025,12/9/2025 15:45,,,,,,,Released,,,,OS-Linux Ubuntu- NTA訂單帳號預設為neousys/密碼為neo，並選擇默認登入,USD,0,0,0,0,"Neousys Technology America, Inc.",,0,0,0,0,44,8/18/2025,,No,Resource,WH02,T048
